数据说明：以下数据为您所选时间周期的相关指标，如需查看其他时间周期的数据，请重新选择后下载,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
所有终端,led 条形灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,10,0.00%,22,161206,1072
所有终端,led植物生长灯,1,-75.00%,0.00%,0,0,1,0,0,0.0,-,-,66,14.29%,154,160377,1072
所有终端,led灯工厂灯,1,-,0.00%,0,0,1,0,0,0.0,45,45,4,0.00%,7,209415,1072
所有终端,led灯长条灯,1,-,0.00%,0,0,1,0,0,0.0,60,60,6,100.00%,11,193167,1072
所有终端,хлебница,1,-,0.00%,0,0,1,0,0,0.0,-,-,3,0.00%,3,250010,1072
所有终端,一件代发,1,-,0.00%,0,0,1,0,0,0.0,287,287,2728,12.93%,3168,232865,1072
所有终端,专用黑板灯,1,-50.00%,0.00%,0,0,1,0,0,0.0,14,14,8,50.00%,13,213736,1072
所有终端,低瓦灯,1,-,0.00%,0,0,1,0,0,0.0,14,14,4,100.00%,5,225361,1072
所有终端,健身房乒乓球室专业灯,1,-,0.00%,0,0,1,0,0,0.0,9,9,3,100.00%,2,270291,1072
所有终端,LED植物生长灯,4,33.33%,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED灯篮球,2,-,0.00%,0,0,2,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED工厂灯100w,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED植物灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED篮球,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED防眩目球馆灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED面板灯,1,0.00%,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,全光谱护眼灯,1,-,0.00%,0,0,1,0,0,0.0,481,481,44,72.73%,69,211872,1072
所有终端,全光谱植物灯,1,0.00%,0.00%,0,0,1,0,0,0.0,374,374,17,100.00%,31,175006,1072
所有终端,办公室灯,1,-50.00%,0.00%,0,0,1,0,0,0.0,-,-,45,25.00%,90,187529,1072
所有终端,办公灯led长条灯,1,-,0.00%,0,0,1,0,0,0.0,44,44,34,42.86%,51,205431,1072
所有终端,办公防眩线条灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,24,0.00%,69,116942,1072
所有终端,台球灯 ,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,6,216595,1072
所有终端,台球灯桌球灯,1,-,0.00%,0,0,1,0,0,0.0,136,136,11,100.00%,14,209161,1072
所有终端,吊灯工厂灯,1,-,0.00%,0,0,1,0,0,0.0,8,8,3,100.00%,3,251849,1072
所有终端,吊线格栅办公灯,1,-,0.00%,0,0,1,0,0,0.0,94,94,5,0.00%,8,207072,1072
所有终端,吸顶灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,2763,57.55%,4305,206803,13610
所有终端,场馆灯,1,-,0.00%,0,0,1,0,0,0.0,380,380,13,100.00%,38,140251,1072
所有终端,天棚灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,94,0.00%,288,102642,1072
所有终端,学习用品,1,-,0.00%,0,0,1,0,0,0.0,135,135,441,38.04%,808,196420,1256
所有终端,学校灯,1,-,0.00%,0,0,1,0,0,0.0,49,49,7,0.00%,17,171966,1072
所有终端,室内儿童灯具,1,-,0.00%,0,0,1,0,0,0.0,-,-,3,0.00%,3,246579,1072
所有终端,室内球场专用灯,1,-,0.00%,0,0,1,0,0,0.0,5,5,4,0.00%,6,219861,1072
所有终端,室内球场灯,1,-,100.00%,1,1,1,0,0,0.0,-,-,11,100.00%,29,149948,1072
所有终端,小夜灯,1,-,0.00%,0,0,1,0,0,0.0,1260,1260,2832,48.03%,4583,204300,7752
所有终端,居家生活用品,1,-,0.00%,0,0,1,0,0,0.0,417,417,24,33.33%,58,166580,1072
所有终端,峰窝板灯,1,-,0.00%,0,0,1,0,0,0.0,53,53,6,50.00%,6,250010,1072
所有终端,护眼灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,217,36.59%,401,192789,1179
所有终端,教室用灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,5,100.00%,10,194645,1072
所有终端,无影灯,1,-50.00%,0.00%,0,0,1,0,0,0.0,-,-,38,28.57%,70,192789,1072
所有终端,智能学习机台灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,20,0.00%,57,123613,1072
所有终端,格柵灯,1,-,0.00%,0,0,1,0,0,0.0,84,84,4,100.00%,6,220830,1072
所有终端,格栅灯,1,0.00%,0.00%,0,0,1,0,0,0.0,59,59,89,40.74%,91,237071,1072
所有终端,桌球吊灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,7,211392,1072
所有终端,植物燈,1,0.00%,0.00%,0,0,1,0,0,0.0,765,765,38,50.00%,75,183922,1072
所有终端,毛球灯,1,-,0.00%,0,0,1,0,0,0.0,4,4,4,0.00%,3,255708,1072
所有终端,灯具批发面板灯护眼学习灯,1,-,0.00%,0,0,1,0,0,0.0,126,126,5,100.00%,9,198122,1072
所有终端,灯球,1,0.00%,0.00%,0,0,1,0,0,0.0,177,177,33,63.64%,35,240054,1072
所有终端,照明灯室内,1,-50.00%,0.00%,0,0,1,0,0,0.0,8,8,8,50.00%,8,232865,1072
所有终端,球场灯照明灯,1,-50.00%,0.00%,0,0,1,0,0,0.0,11,11,11,0.00%,15,221964,1072
所有终端,球场照明灯,1,-,0.00%,0,0,1,0,0,0.0,6,6,4,0.00%,5,224494,1072
所有终端,简约轻奢超薄吸顶灯,1,-,0.00%,0,0,1,0,0,0.0,212,212,20,100.00%,43,134379,1072
所有终端,篮球场灯,1,0.00%,0.00%,0,0,1,0,0,0.0,-,-,9,66.67%,7,255708,1072
所有终端,篮球场照明灯,1,-,0.00%,0,0,1,0,0,0.0,5,5,4,0.00%,6,220830,1072
所有终端,羽毛球专用灯具,1,-,0.00%,0,0,1,0,0,0.0,12,12,5,100.00%,8,204012,1072
所有终端,羽毛球场专用灯,1,-,0.00%,0,0,1,0,0,0.0,5,5,3,100.00%,2,273330,1072
所有终端,羽毛球场灯专用室内,1,-50.00%,100.00%,1,1,1,0,0,0.0,5,5,3,100.00%,2,293228,1072
所有终端,羽毛球馆专用灯,1,0.00%,100.00%,1,1,1,1,1,6360.0,5,5,3,100.00%,1,305023,1072
所有终端,蓝牙加湿器,1,-,0.00%,0,0,1,0,0,0.0,-,-,26,0.00%,74,140251,1072
所有终端,蜂巢灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,16,0.00%,26,211392,1072
所有终端,读书吊灯,1,-,0.00%,0,0,1,0,0,0.0,536,536,15,0.00%,42,162814,1072
所有终端,走到格栅灯,1,-,0.00%,0,0,1,0,0,0.0,99,99,9,0.00%,24,158668,1072
所有终端,铝合金球桌,1,-,0.00%,0,0,1,0,0,0.0,122,122,6,0.00%,11,190845,1072
所有终端,长条灯,1,0.00%,0.00%,0,0,1,0,0,0.0,166,166,103,50.00%,122,223067,1486
所有终端,吊灯 LED,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,无影灯LED灯,1,-,0.00%,0,0,1,0,0,0.0,95,95,0,-,0,0,1072
所有终端,硕亮LED面板灯300450,1,-,0.00%,0,0,1,0,0,0.0,57,57,0,-,0,0,1072
所有终端,长条灯270w,1,-,0.00%,0,0,1,0,0,0.0,4,4,4,0.00%,3,248282,1072
所有终端,长条灯办公室,1,-,0.00%,0,0,1,0,0,0.0,88,88,5,0.00%,8,204586,1072
所有终端,长臂护眼台灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,21,100.00%,64,119289,1072
所有终端,长臂灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,49,33.33%,133,132770,1072
所有终端,防眩光发光球,1,-,0.00%,0,0,1,0,0,0.0,-,-,8,100.00%,14,180991,1072
所有终端,防眩教育灯盘,1,-,0.00%,0,0,1,0,0,0.0,137,137,5,100.00%,8,203430,1072
所有终端,防眩透镜,1,-,0.00%,0,0,1,0,0,0.0,-,-,7,0.00%,17,172592,1072
所有终端,集成吊顶灯,1,0.00%,0.00%,0,0,1,0,0,0.0,481,481,39,69.23%,38,243612,1121
所有终端,飞船工矿灯套件,1,-,0.00%,0,0,1,0,0,0.0,209,209,7,100.00%,15,178378,1072
所有终端,黑板灯,1,-50.00%,0.00%,0,0,1,0,0,0.0,6,6,6,50.00%,3,274948,1072
所有终端,黑板灯教室灯 教室护眼灯,1,-,0.00%,0,0,1,0,0,0.0,8,8,4,100.00%,3,248282,1072
收藏网址：sycm.1688.com/ms，让数据帮您生意参谋！点此进入,,,,,,,,,,,,,,,,,
终端类型,搜索词,展现次数,展现次数增幅,点击转化率,访客数,浏览量,有展现的商品数,引导下单买家数,引导支付买家数,引导支付金额,最好排名,平均排名,全网搜索指数,全网点击率,全网商品指数,全网供需指数,包月推广价
所有终端,羽毛球馆专用灯,16,1500.00%,6.25%,1,1,2,0,0,0.0,4,10,20,83.33%,18,244157,1072
所有终端,照明灯,10,100.00%,0.00%,0,0,1,0,0,0.0,5,13,96,31.03%,123,227532,1072
所有终端,吊灯,5,150.00%,0.00%,0,0,2,0,0,0.0,51,51,1670,49.39%,3332,186213,4583
所有终端,工厂灯,5,25.00%,0.00%,0,0,1,0,0,0.0,4,7,18,0.00%,26,219467,1072
所有终端,篮球场吊灯,5,-,0.00%,0,0,3,0,0,0.0,4,127,15,0.00%,41,164362,1072
所有终端,防眩目球馆灯,5,-,0.00%,0,0,2,0,0,0.0,12,66,10,0.00%,15,176727,1072
所有终端,台球灯,4,-42.86%,0.00%,0,0,1,0,0,0.0,124,124,29,50.00%,49,201018,1072
所有终端,篮球场专用灯,4,-33.33%,0.00%,0,0,2,0,0,0.0,5,57,9,100.00%,16,202242,1072
所有终端,图书馆台灯,3,50.00%,0.00%,0,0,3,0,0,0.0,55,147,9,100.00%,20,165115,1072
所有终端,室内羽毛球专用灯,3,-,0.00%,0,0,3,0,0,0.0,5,213,13,100.00%,37,140251,1072
所有终端,教室灯,3,50.00%,0.00%,0,0,2,0,0,0.0,42,42,33,37.50%,46,215300,1072
所有终端,条形灯,3,-,0.00%,0,0,1,0,0,0.0,49,67,38,16.67%,46,232289,1072
所有终端,植物灯,3,-72.73%,0.00%,0,0,1,0,0,0.0,333,333,308,46.38%,510,204012,1573
所有终端,长臂灯,3,200.00%,0.00%,0,0,1,0,0,0.0,-,-,76,40.00%,162,145386,1072
所有终端,led球馆灯,2,-,0.00%,0,0,1,0,0,0.0,9,9,6,50.00%,3,278383,1072
所有终端,led线条灯,2,-,0.00%,0,0,1,0,0,0.0,237,237,106,25.00%,137,221401,1072
所有终端,全光谱吸顶灯,2,0.00%,0.00%,0,0,1,0,0,0.0,483,483,143,62.86%,211,212581,1072
所有终端,全光谱植物灯,2,100.00%,0.00%,0,0,1,0,0,0.0,377,377,23,66.67%,50,171966,1072
所有终端,办公灯led长条灯,2,100.00%,0.00%,0,0,1,0,0,0.0,53,127,27,42.86%,35,221212,1072
所有终端,台灯 长臂,2,-,0.00%,0,0,1,0,0,0.0,-,-,16,100.00%,42,135928,1072
所有终端,吸顶灯,2,100.00%,0.00%,0,0,1,0,0,0.0,-,-,2389,59.56%,3707,205985,13610
所有终端,教室护眼灯,2,-85.71%,0.00%,0,0,2,0,0,0.0,16,51,23,42.86%,27,231999,1072
所有终端,教育照明灯,2,-,0.00%,0,0,1,0,0,0.0,17,17,6,0.00%,8,204586,1072
所有终端,无边 面板灯 套件,2,-,0.00%,0,0,1,0,0,0.0,81,85,7,100.00%,7,210168,1072
所有终端,照明灯 工厂灯,2,-,0.00%,0,0,1,0,0,0.0,5,104,9,50.00%,15,204586,1072
所有终端,种植灯,2,-,0.00%,0,0,1,0,0,0.0,328,328,33,50.00%,98,129349,1072
所有终端,羽毛球灯,2,-50.00%,0.00%,0,0,1,0,0,0.0,4,4,9,0.00%,8,248866,1072
所有终端,防眩目球馆专用灯,2,-,0.00%,0,0,1,0,0,0.0,13,13,4,100.00%,4,240531,1072
所有终端,集成吊顶灯,2,100.00%,0.00%,0,0,1,0,0,0.0,-,-,54,58.33%,74,212581,1121
所有终端,黑板灯,2,100.00%,0.00%,0,0,2,0,0,0.0,-,-,15,33.33%,30,193541,1072
所有终端,1.2*0.6扣板灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,3,0.00%,2,280179,1072
所有终端,3mm蓝光灯,1,-,0.00%,0,0,1,0,0,0.0,376,376,10,0.00%,29,151014,1072
所有终端,led灯管,1,-,0.00%,0,0,1,0,0,0.0,45,45,165,45.45%,197,225016,1786
所有终端,led超薄护眼吸顶灯,1,-,0.00%,0,0,1,0,0,0.0,138,138,8,100.00%,12,187529,1072
所有终端,led集成吊顶灯,1,-,0.00%,0,0,1,0,0,0.0,133,133,74,26.92%,60,252385,1072
所有终端,led面板灯管,1,-,0.00%,0,0,1,0,0,0.0,5,5,3,0.00%,2,293228,1072
所有终端,pl270,1,-,0.00%,0,0,1,0,0,0.0,-,-,11,50.00%,23,187959,1072
所有终端,三光鉴宝灯,1,-,0.00%,0,0,1,0,0,0.0,19,19,4,0.00%,4,241929,1072
所有终端,专用黑板灯,1,0.00%,0.00%,0,0,1,0,0,0.0,16,16,3,0.00%,2,267504,1072
所有终端,集成吊顶LED灯,3,-,0.00%,0,0,1,0,0,0.0,122,138,0,-,0,0,1072
所有终端,LED石膏板圆孔灯,2,-,0.00%,0,0,1,0,0,0.0,220,220,0,-,0,0,1072
所有终端,Bt-50,1,-,0.00%,0,0,1,0,0,0.0,411,411,0,-,0,0,1072
所有终端,LED 黑板灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED乒乓球,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,1072
所有终端,LED乒乓球灯,1,-,0.00%,0,0,1,0,0,0.0,4,4,0,-,0,0,1072
所有终端,LED圆形罩灯,1,-,0.00%,0,0,1,0,0,0.0,128,128,0,-,0,0,1072
所有终端,LED黑色小方灯,1,-,0.00%,0,0,1,0,0,0.0,298,298,0,-,0,0,1072
所有终端,Led藍光球,1,-,0.00%,0,0,1,0,0,0.0,7,7,0,-,0,0,1072
所有终端,PICC管,1,-,0.00%,0,0,1,0,0,0.0,244,244,0,-,0,0,1072
所有终端,Whisky 侧发光,1,-,0.00%,0,0,1,0,0,0.0,55,55,0,-,0,0,1072
所有终端,仓库篮球馆吊灯,1,-,0.00%,0,0,1,0,0,0.0,203,203,9,100.00%,19,168683,1072
所有终端,伸缩台灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,11,0.00%,28,151014,1072
所有终端,健康照明,1,-,0.00%,0,0,1,0,0,0.0,-,-,6,0.00%,13,183448,1072
所有终端,儿童灯,1,-,0.00%,0,0,1,0,0,0.0,969,969,144,50.00%,315,169361,1072
所有终端,全光谱护眼吸顶灯,1,-,0.00%,0,0,1,0,0,0.0,257,257,26,100.00%,32,190445,1072
所有终端,全光谱黑板灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,4,232865,1072
所有终端,写字板 灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,100.00%,5,223429,1072
所有终端,办公室条灯,1,-,0.00%,0,0,1,0,0,0.0,207,207,9,100.00%,18,169361,1072
所有终端,办公室长条灯,1,-,0.00%,0,0,1,0,0,0.0,50,50,22,80.00%,28,217644,1072
所有终端,卧室灯,1,-,0.00%,0,0,1,0,0,0.0,1490,1490,1486,52.75%,2589,200075,6556
所有终端,可写字发光黑板,1,-,0.00%,0,0,1,0,0,0.0,-,-,12,0.00%,33,145386,1072
所有终端,台灯 大型,1,-,0.00%,0,0,1,0,0,0.0,94,94,4,0.00%,7,213736,1072
所有终端,台球专用灯具,1,-,0.00%,0,0,1,0,0,0.0,57,57,4,100.00%,6,221590,1072
所有终端,台球无影灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,100.00%,6,219068,1072
所有终端,台球桌,1,-66.67%,0.00%,0,0,1,0,0,0.0,57,57,405,43.85%,417,238215,2706
所有终端,台球桌灯,1,-,0.00%,0,0,1,0,0,0.0,17,17,5,0.00%,7,210168,1072
所有终端,台球燈,1,-,100.00%,1,1,1,0,0,0.0,58,58,6,100.00%,13,184854,1072
所有终端,吸顶灯客厅,1,-,0.00%,0,0,1,0,0,0.0,1609,1609,308,50.67%,490,208906,1072
所有终端,吸顶灯金属框架\\/外壳,1,-,0.00%,0,0,1,0,0,0.0,-,-,3,0.00%,3,257783,1072
所有终端,小檯燈植物燈,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,7,208130,1072
所有终端,工廠燈,1,-,0.00%,0,0,1,0,0,0.0,4,4,3,100.00%,3,253695,1072
所有终端,工矿灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,277,45.45%,594,179444,1892
所有终端,平板灯led 集成吊顶灯,1,-66.67%,0.00%,0,0,1,0,0,0.0,-,-,45,40.00%,39,247788,1072
所有终端,护眼长条灯,1,-,0.00%,0,0,1,0,0,0.0,51,51,5,100.00%,10,196071,1072
所有终端,护眼面板灯,1,-,0.00%,0,0,1,0,0,0.0,13,13,4,100.00%,3,246579,1072
所有终端,教育灯黑板灯,1,-,0.00%,0,0,1,0,0,0.0,94,94,6,100.00%,11,192407,1072
所有终端,斯诺克电子科技,1,-,0.00%,0,0,1,0,0,0.0,4,4,3,0.00%,1,321631,1072
所有终端,斯诺克电子科技有限公司,1,-,0.00%,0,0,1,0,0,0.0,3,3,3,0.00%,1,321631,1072
所有终端,条形灯led灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,20,66.67%,23,233008,1072
所有终端,条行灯,1,-,0.00%,0,0,1,0,0,0.0,3,3,3,0.00%,2,262343,1072
所有终端,格栅灯嵌入式3*13尺寸,1,-,0.00%,0,0,1,0,0,0.0,87,87,5,100.00%,8,204012,1072
所有终端,檯球吊燈,1,-,100.00%,1,1,1,0,0,0.0,135,135,6,100.00%,12,185765,1072
所有终端,檯球燈具,1,-,0.00%,0,0,1,0,0,0.0,59,59,5,100.00%,11,193167,1072
所有终端,毛球灯,1,0.00%,0.00%,0,0,1,0,0,0.0,4,4,3,0.00%,2,270291,1072
所有终端,灯 80w,1,-,0.00%,0,0,1,0,0,0.0,4,4,3,0.00%,3,251849,1072
所有终端,灯具长条灯,1,-,0.00%,0,0,1,0,0,0.0,57,57,10,0.00%,27,153065,1072
所有终端,球场灯照明灯,1,0.00%,0.00%,0,0,1,0,0,0.0,5,5,14,50.00%,13,239813,1072
所有终端,球馆灯,1,-91.67%,0.00%,0,0,1,0,0,0.0,12,12,7,0.00%,9,226876,1072
所有终端,生长灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,27,0.00%,67,116942,1072
所有终端,睿烁,1,-,0.00%,0,0,1,0,0,0.0,-,-,4,0.00%,5,222519,1072
所有终端,篮球场照明灯,1,0.00%,0.00%,0,0,1,0,0,0.0,6,6,6,100.00%,4,270291,1072
所有终端,羽毛球场馆照明,1,-,0.00%,0,0,1,0,0,0.0,16,16,5,100.00%,11,191241,1072
所有终端,羽毛球馆灯,1,-66.67%,0.00%,0,0,1,0,0,0.0,14,14,7,0.00%,16,175006,1072
所有终端,蓝球体育馆灯,1,-,0.00%,0,0,1,0,0,0.0,450,450,10,100.00%,25,155962,1072
所有终端,藍芽音箱 夜燈,1,-,0.00%,0,0,1,0,0,0.0,-,-,35,100.00%,121,95153,1072
所有终端,蝴蝶兰补光灯,1,-,0.00%,0,0,1,0,0,0.0,44,44,5,0.00%,6,215080,1072
所有终端,记事板 灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,7,100.00%,15,178378,1072
所有终端,超薄灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,30,50.00%,72,168683,1072
所有终端,长条 灯,1,-,0.00%,0,0,1,0,0,0.0,322,322,8,100.00%,21,162814,1072
所有终端,办公室LED条灯,1,-,0.00%,0,0,1,0,0,0.0,9,9,0,-,0,0,1072
所有终端,长条灯,1,0.00%,0.00%,0,0,1,0,0,0.0,540,540,110,55.17%,154,218056,1486
所有终端,长灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,16,0.00%,30,193541,1072
所有终端,集成吊灯,1,-,100.00%,1,1,1,0,0,0.0,-,-,6,100.00%,13,183448,1072
所有终端,高棚灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,17,100.00%,50,127524,1072
所有终端,黑板灯铝材,1,-,0.00%,0,0,1,0,0,0.0,94,94,5,0.00%,9,201327,1072
收藏网址：sycm.1688.com/ms，让数据帮您生意参谋！点此进入,,,,,,,,,,,,,,,,,
终端类型,搜索词,展现次数,展现次数增幅,点击转化率,访客数,浏览量,有展现的商品数,引导下单买家数,引导支付买家数,引导支付金额,最好排名,平均排名,全网搜索指数,全网点击率,全网商品指数,全网供需指数,包月推广价
所有终端,照明灯,9,-10.00%,0.00%,0,0,1,0,0,0.0,5,24,81,23.81%,128,212581,-
所有终端,吊灯,4,-20.00%,0.00%,0,0,1,0,0,0.0,84,320,1424,50.99%,2771,191634,-
所有终端,图书馆定制阅读灯,4,-,0.00%,0,0,1,0,0,0.0,6,6,6,100.00%,13,183448,-
所有终端,集成吊顶led灯,4,-,0.00%,0,0,1,0,0,0.0,46,79,91,58.33%,85,234954,-
所有终端,led吊灯,3,-,0.00%,0,0,1,0,0,0.0,180,198,95,50.00%,256,116942,-
所有终端,图书馆阅读灯,3,-,0.00%,0,0,3,0,0,0.0,48,64,6,100.00%,10,194645,-
所有终端,植物灯,3,0.00%,0.00%,0,0,1,0,0,0.0,-,-,145,59.38%,217,207868,-
所有终端,量子led灯,3,-,0.00%,0,0,3,0,0,0.0,125,219,7,0.00%,17,172592,-
所有终端,led照明灯,2,-,0.00%,0,0,1,0,0,0.0,11,35,14,75.00%,17,228178,-
所有终端,冰钓先锋的冰口灯,2,-,0.00%,0,0,2,0,0,0.0,4,8,3,0.00%,3,260053,-
所有终端,台球桌无影灯,2,-,0.00%,0,0,1,0,0,0.0,6,6,4,100.00%,4,239083,-
所有终端,室内乒乓球,2,-,0.00%,0,0,2,0,0,0.0,56,134,12,100.00%,22,189633,-
所有终端,工厂灯,2,-60.00%,0.00%,0,0,1,0,0,0.0,161,161,20,66.67%,46,175006,-
所有终端,教室护眼灯,2,0.00%,0.00%,0,0,1,0,0,0.0,13,29,16,75.00%,24,214637,-
所有终端,教室灯,2,-33.33%,0.00%,0,0,2,0,0,0.0,139,139,25,50.00%,26,239328,-
所有终端,植物生长灯,2,-,0.00%,0,0,1,0,0,0.0,-,-,92,50.00%,206,176727,-
所有终端,球场灯照明灯,2,100.00%,0.00%,0,0,1,0,0,0.0,11,27,18,25.00%,32,201939,-
所有终端,羽毛球馆专用灯,2,-87.50%,0.00%,0,0,1,0,0,0.0,5,5,3,100.00%,2,284087,-
所有终端,长条灯led灯,2,-,0.00%,0,0,1,0,0,0.0,57,72,26,62.50%,30,233432,-
所有终端,led板灯,1,-,0.00%,0,0,1,0,0,0.0,60,60,9,50.00%,16,204012,-
所有终端,Гирлянда,1,-,0.00%,0,0,1,0,0,0.0,8,8,3,0.00%,2,264841,-
所有终端,Куртки женские,1,-,0.00%,0,0,1,0,0,0.0,3,3,3,0.00%,2,270291,-
所有终端,Шторы,1,-,0.00%,0,0,1,0,0,0.0,8,9,4,0.00%,4,243391,-
所有终端,免安装护眼灯,1,-,0.00%,0,0,1,0,0,0.0,98,98,4,0.00%,7,209415,-
所有终端,全光谱,1,-,0.00%,0,0,1,0,0,0.0,-,-,21,0.00%,36,206532,-
所有终端,全光谱吸顶灯,1,-50.00%,0.00%,0,0,1,0,0,0.0,361,361,123,62.50%,149,223429,-
所有终端,办公室灯,1,-,0.00%,0,0,1,0,0,0.0,139,139,34,10.00%,45,225872,-
所有终端,双控植物生长灯,1,-,0.00%,0,0,1,0,0,0.0,177,177,9,100.00%,23,160377,-
所有终端,台球桌,1,0.00%,0.00%,0,0,1,0,0,0.0,82,82,413,45.38%,441,235760,-
所有终端,吸灯 30 金,1,-,0.00%,0,0,1,0,0,0.0,128,128,10,100.00%,29,151014,-
所有终端,平板灯led 集成吊顶灯,1,0.00%,0.00%,0,0,1,0,0,0.0,20,20,31,50.00%,18,270291,-
所有终端,平板灯led 集成吊顶灯三,1,-,0.00%,0,0,1,0,0,0.0,11,11,3,100.00%,3,246579,-
所有终端,插座台灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,59,0.00%,176,121508,-
所有终端,教育照明,1,-,0.00%,0,0,1,0,0,0.0,10,10,3,0.00%,2,288399,-
所有终端,无影台灯,1,-,0.00%,0,0,1,0,0,0.0,20,20,5,100.00%,6,219861,-
所有终端,无影灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,9,33.33%,10,240054,-
所有终端,条形灯led灯,1,0.00%,0.00%,0,0,1,0,0,0.0,-,-,11,33.33%,15,223429,-
所有终端,极窄匡厨卫平板灯,1,-,0.00%,0,0,1,0,0,0.0,96,96,9,100.00%,10,194280,-
所有终端,柔和的,1,-,0.00%,0,0,1,0,0,0.0,6,6,3,0.00%,3,255708,-
所有终端,格栅灯,1,-,0.00%,0,0,1,0,0,0.0,56,56,45,37.50%,38,251849,-
所有终端,楼道吸顶灯,1,-,0.00%,0,0,1,0,0,0.0,858,858,25,100.00%,85,108972,-
所有终端,种菜灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,6,0.00%,10,194645,-
所有终端,羽毛球馆灯,1,0.00%,0.00%,0,0,1,0,0,0.0,5,5,3,0.00%,3,248282,-
所有终端,触摸式点读书,1,-,0.00%,0,0,1,0,0,0.0,-,-,9,100.00%,21,164362,-
所有终端,长条led,1,-,0.00%,0,0,1,0,0,0.0,87,87,4,0.00%,5,225361,-
所有终端,集成吊顶LED灯,2,-33.33%,0.00%,0,0,1,0,0,0.0,127,129,0,-,0,0,-
所有终端,LED植物生长灯,1,-,0.00%,0,0,1,0,0,0.0,454,454,0,-,0,0,-
所有终端,Z型铝材,1,-,0.00%,0,0,1,0,0,0.0,362,362,0,-,0,0,-
所有终端,博物馆LED光源,1,-,0.00%,0,0,1,0,0,0.0,-,-,0,-,0,0,-
所有终端,地摊充电LED平板灯,1,-,0.00%,0,0,1,0,0,0.0,98,98,0,-,0,0,-
所有终端,集成吊顶灯,1,-50.00%,0.00%,0,0,1,0,0,0.0,98,98,47,42.86%,51,233992,1121
所有终端,面板灯,1,-,0.00%,0,0,1,0,0,0.0,-,-,58,56.25%,69,227206,1074
所有终端,黑板灯格栅,1,-,0.00%,0,0,1,0,0,0.0,9,9,4,0.00%,5,224494,1072
收藏网址：sycm.1688.com/ms，让数据帮您生意参谋！点此进入,,,,,,,,,,,,,,,,,
终端类型,搜索词,展现次数,展现次数增幅,点击转化率,访客数,浏览量,有展现的商品数,引导下单买家数,引导支付买家数,引导支付金额,最好排名,平均排名,全网搜索指数,全网点击率,全网商品指数,全网供需指数,包月推广价
所有终端,羽毛球馆灯,12,1100.00%,8.33%,1,1,2,1,1,3200.0,5,13,21,33.33%,24,230361,1072
所有终端,植物灯,7,133.33%,0.00%,0,0,1,0,0,0.0,519,519,264,45.16%,378,212109,1573
所有终端,植物生长灯,7,250.00%,0.00%,0,0,1,0,0,0.0,125,125,215,38.64%,383,197450,1076
所有终端,格栅灯,6,500.00%,0.00%,0,0,2,0,0,0.0,55,252,66,50.00%,114,206260,1072
